year,session,code,unit,max_mark,a*,a,b,c,d,e,u
2024,Jan,WHI01,"1D: Britain, 1964-90",50,,39,34,29,25,21,0
2024,Jan,WHI02,"1A: India, 1857-1948: The Raj to Partition",50,,34,31,28,25,22,0
2024,Jan,WHI02,"1B: China, 1900-76",50,,35,31,28,25,22,0
2024,Jan,WHI02,"1C: Russia, 1917-91: From Lenin to Yeltsin",50,,34,31,28,25,22,0
2024,Jan,WHI02,"1D: South Africa, 1948-2014",50,,34,31,28,25,22,0
2024,Jan,WHI03,"1A: The USA, Independence to Civil War, 1763-1865",50,38,34,30,27,24,21,0
2024,Jan,WHI03,"1B: The British Experience of Warfare, 1803-1945",50,38,34,30,27,24,21,0
2024,Jan,WHI03,"1C: Germany: United, Divided and Reunited,1 870-1990",50,38,34,30,27,24,21,0
2024,Jan,WHI03,"1D: Civil Rights and Race Relations in the USA,1 865-2009",50,38,34,30,27,24,21,0
2024,Jan,WHI04,"1A: The Making of Modern Europe, 1805-71",50,38,34,30,27,24,21,0
2024,Jan,WHI04,"1B: The World in Crisis, 1879-1945",50,39,35,31,27,23,19,0
2024,Jan,WHI04,"1C: The World Divided: Superpower Relations, 1 943-90",50,38,34,30,26,22,19,0
2024,Jan,WHI04,"1D: The Cold War and Hot War in Asia, 1945-90",50,37,33,29,26,23,20,0
2024,Jan,WMA11,P1: Pure Mathematics 1,75,,55,48,41,34,28,0
2024,Jan,WMA12,P2: Pure Mathematics 2,75,,53,46,39,32,25,0
2024,Jan,WMA13,P3: Pure Mathematics 3,75,68,61,54,47,40,34,0
2024,Jan,WMA14,P4: Pure Mathematics 4,75,62,55,48,41,34,27,0
2024,Jan,WME01,M1: Mechanics 1,75,,65,56,48,40,32,0
2024,Jan,WME02,M2: Mechanics 2,75,66,59,52,46,40,34,0
2024,Jan,WME03,M3: Mechanics 3,75,69,63,54,45,36,28,0
2024,Jan,WPH11,Unit 1: Mechanics and Materials,80,,53,47,42,37,32,0
2024,Jan,WPH12,Unit 2: Waves and Electricity,80,,55,48,42,36,30,0
2024,Jan,WPH13,Unit 3: Practical Skills in Physics I,50,,33,29,25,21,18,0
2024,Jan,WPH14,"Unit 4: Further Mechanics, Fields and Particles",90,81,73,65,58,51,44,0
2024,Jan,WPH15,"Unit 5: Thermodynamics, Radiation, Oscillations and Cosmology",90,70,66,62,58,54,50,0
2024,Jan,WPH16,Unit 6: Practical Skills in Physics II,50,39,34,29,24,19,15,0
2024,Jan,WPS01,Unit 1: Social and cognitive psychology,64,,30,27,24,21,18,0
2024,Jan,WPS02,"Unit 2: Biological psychology, learning theories and development",96,,44,37,30,23,16,0
2024,Jan,WPS03,Unit 3: Applications of psychology,64,36,32,28,24,20,16,0
2024,Jan,WPS04,Unit 4: Clinical psychology and psychological skills,96,47,40,33,26,20,14,0
2024,Jan,WSP01,Unit 1: Spoken Expression and Response,40,,30,26,22,18,14,0
2024,Jan,WSP02,Unit 2: Understanding and Written Response,90,,71,62,54,46,38,0
2024,Jan,WSP03,Unit 3: Understanding and Spoken Response,40,33,30,27,24,21,18,0
2024,Jan,WSP04,"Unit 4: Research, Understanding and Written Response",90,79,69,59,50,41,32,0
2024,Jan,WST01,S1: Statistics 1,75,,62,53,44,35,26,0
2024,Jan,WST02,S2: Statistics 2,75,66,57,48,40,32,24,0
2024,Jan,WST03,S3: Statistics 3,75,71,67,58,50,42,34,0
2023,Oct,WAC11,Unit 1: The Accounting System and Costing,200,,117,98,79,60,41,0
2023,Oct,WAC12,Unit 2: Corporate and Management Accounting,200,168,149,130,111,93,75,0
2023,Oct,WBI11,"Unit 1: Molecules, Diet, Transport and Health",80,,47,41,35,30,25,0
2023,Oct,WBI12,"Unit 2: Cells, Development, Biodiversity and Conservation",80,,54,49,45,41,37,0
2023,Oct,WBI13,Unit 3: Practical Skills in Biology I,50,,37,32,27,23,19,0
2023,Oct,WBI14,"Unit 4: Energy, Environment, Microbiology and Immunity",90,47,45,43,41,39,37,0
2023,Oct,WBI15,"Unit 5: Respiration, Internal Environment, Coordination and Gene",90,59,55,51,47,43,39,0
2023,Oct,WBI16,Unit 6: Practical Skills in Biology II,50,46,43,38,33,28,23,0
2023,Oct,WBS11,Unit 1: Marketing and People,80,,60,54,48,43,38,0
2023,Oct,WBS12,Unit 2: Managing Business Activities,80,,45,39,34,29,24,0
2023,Oct,WBS13,Unit 3: Business Decisions And Strategy,80,48,43,38,34,30,26,0
2023,Oct,WBS14,Unit 4: Global Business,80,56,49,42,36,30,24,0
2023,Oct,WCH11,"Unit 1: Structure, Bonding and Introducttion to Organic Chemistry",80,,57,50,43,36,29,0
2023,Oct,WCH12,"Unit 2: Energetics, Group Chemistry, Halogenoalkanes and Alcohol",80,,51,45,39,34,29,0
2023,Oct,WCH13,Unit 3: Practical Skills in Chemistry I,50,,36,31,26,21,17,0
2023,Oct,WCH14,"Unit 4: Rates, Equilibria and Further Organic Chemistry",90,72,65,58,51,44,38,0
2023,Oct,WCH15,Unit 5: Transition Metals and Organic Nitrogen Chemistry,90,69,62,55,48,41,35,0
2023,Oct,WCH16,Unit 6: Practical Skills in Chemistry II,50,36,32,28,24,20,17,0
2023,Oct,WEC11,Unit 1: Markets in Action,80,,54,47,41,35,29,0
2023,Oct,WEC12,Unit 2: Macroeconomic Performance and Policy,80,,53,47,41,36,31,0
2023,Oct,WEC13,Unit 3: Business Behaviour,80,55,50,44,39,34,29,0
2023,Oct,WEC14,Unit 4: Developments in the Global Economy,80,56,50,44,38,32,27,0
2023,Oct,WMA11,P1: Pure Mathematics 1,75,,52,45,38,31,25,0
2023,Oct,WMA12,P2: Pure Mathematics 2,75,,55,47,40,33,26,0
2023,Oct,WMA13,P3: Pure Mathematics 3,75,66,59,52,45,38,32,0
2023,Oct,WMA14,P4: Pure Mathematics 4,75,61,54,47,40,33,26,0
2023,Oct,WME01,M1: Mechanics 1,75,,65,57,49,41,33,0
2023,Oct,WME02,M2: Mechanics 2,75,64,57,50,43,37,31,0
2023,Oct,WPH11,Unit 1: Mechanics and Materials,80,,53,47,42,37,32,0
2023,Oct,WPH12,Unit 2: Waves and Electricity,80,,55,48,42,36,30,0
2023,Oct,WPH13,Unit 3: Practical Skills in Physics I,50,,33,29,25,21,18,0
2023,Oct,WPH14,"Unit 4: Further Mechanics, Fields and Particles",90,81,73,65,58,51,44,0
2023,Oct,WPH15,"Unit 5: Thermodynamics, Radiation, Oscillations and Cosmology",90,70,66,62,58,54,50,0
2023,Oct,WPH16,Unit 6: Practical Skills in Physics II,50,39,34,29,24,19,15,0
2023,Oct,WST01,S1: Statistics 1,75,,62,53,44,35,26,0
2023,Oct,WST02,S2: Statistics 2,75,66,57,48,40,32,24,0
2023,Jun,WAA01,Unit 1: Understanding and Written Response,80,,52,44,36,28,21,0
2023,Jun,WAA02,Unit 2: Writing and Research,80,62,53,44,35,26,18,0
2023,Jun,WAC11,Unit 1: The Accounting System and Costing,200,,117,98,79,60,41,0
2023,Jun,WAC12,Unit 2: Corporate and Management Accounting,200,168,149,130,111,93,75,0
2023,Jun,WBI11,"Unit 1: Molecules, Diet, Transport and Health",80,,48,42,37,32,27,0
2023,Jun,WBI12,"Unit 2: Cells, Development, Biodiversity and Conservation",80,,55,51,47,43,39,0
2023,Jun,WBI13,Unit 3: Practical Skills in Biology I,50,,39,34,29,24,20,0
2023,Jun,WBI14,"Unit 4: Energy, Environment, Microbiology and Immunity",90,47,45,43,41,39,37,0
2023,Jun,WBI15,"Unit 5: Respiration, Internal Environment, Coordination and Gene",90,59,55,51,47,43,39,0
2023,Jun,WBI16,Unit 6: Practical Skills in Biology II,50,46,43,38,33,28,23,0
2023,Jun,WBS11,Unit 1: Marketing and People,80,,60,54,48,43,38,0
2023,Jun,WBS12,Unit 2: Managing Business Activities,80,,45,39,34,29,24,0
2023,Jun,WBS13,Unit 3: Business Decisions And Strategy,80,48,43,38,34,30,26,0
2023,Jun,WBS14,Unit 4: Global Business,80,56,49,42,36,30,24,0
2023,Jun,WCH11,"Unit 1: Structure, Bonding and Introducttion to Organic Chemistry",80,,58,51,44,37,30,0
2023,Jun,WCH12,"Unit 2: Energetics, Group Chemistry, Halogenoalkanes and Alcohol",80,,50,44,38,33,28,0
2023,Jun,WCH13,Unit 3: Practical Skills in Chemistry I,50,,36,31,26,21,17,0
2023,Jun,WCH14,"Unit 4: Rates, Equilibria and Further Organic Chemistry",90,73,66,59,52,45,39,0
2023,Jun,WCH15,Unit 5: Transition Metals and Organic Nitrogen Chemistry,90,69,62,55,48,41,35,0
2023,Jun,WCH16,Unit 6: Practical Skills in Chemistry II,50,36,32,28,24,20,17,0
2023,Jun,WDM11,D1: Decision Mathematics 1,75,,50,45,40,36,32,0
2023,Jun,WEC11,Unit 1: Markets in Action,80,,54,47,41,35,29,0
2023,Jun,WEC12,Unit 2: Macroeconomic Performance and Policy,80,,53,47,41,36,31,0
2023,Jun,WEC13,Unit 3: Business Behaviour,80,54,49,44,39,34,29,0
2023,Jun,WEC14,Unit 4: Developments in the Global Economy,80,58,52,46,40,34,28,0
2023,Jun,WEN01,Unit 1: Language: Context and Identity,50,,32,28,24,21,18,0
2023,Jun,WEN02,Unit 2: Language in Transition,50,,31,27,23,19,15,0
2023,Jun,WEN03,Unit 3: Crafting Language (Writing),50,37,33,29,25,22,19,0
2023,Jun,WEN04,Unit 4: Investigating Language,50,36,31,26,21,17,13,0
2023,Jun,WET01,Unit 1: Post-2000 Poetry and Prose,50,,34,30,26,22,18,0
2023,Jun,WET02,Unit 2: Drama,50,,32,28,24,20,17,0
2023,Jun,WET03,Unit 3: Poetry and Prose,50,38,34,30,26,22,19,0
2023,Jun,WET04,Unit 4: Shakespeare and Pre-1900 Poetry,50,43,38,33,28,23,18,0
2023,Jun,WFM01,FP1: Further Pure Mathematics 1,75,,62,55,49,43,37,0
2023,Jun,WFM02,FP2: Further Pure Mathematics 2,75,70,66,57,49,41,33,0
2023,Jun,WFM03,FP3: Further Pure Mathematics 3,75,53,48,43,38,33,28,0
2023,Jun,WFR01,Unit 1: Spoken Expression and Response,40,,32,28,24,20,16,0
2023,Jun,WFR02,Unit 2: Understanding and Written Response,90,,76,70,64,58,52,0
2023,Jun,WFR03,Unit 3: Understanding and Spoken Response,40,37,34,29,25,21,17,0
2023,Jun,WFR04,"Unit 4: Research, Understanding and Written Response",90,81,72,62,53,44,35,0
2023,Jun,WGE01,Unit 1: Global Challenges,90,,59,54,49,45,41,0
2023,Jun,WGE02,Unit 2: Geographical Investigations,60,,44,40,36,32,29,0
2023,Jun,WGE03,Unit 3: Contested Planet,90,68,60,52,45,38,31,0
2023,Jun,WGE04,Unit 4: Researching Geography,60,53,46,39,32,25,19,0
2023,Jun,WGK01,Unit 1: Understanding and Written Response,80,,58,50,43,36,29,0
2023,Jun,WGK02,Unit 2: Writing and Research,80,69,62,55,48,41,35,0
2023,Jun,WGN01,Unit 1: Spoken Expression and Response,40,,31,28,25,23,21,0
2023,Jun,WGN02,Unit 2: Understanding and Written Response,90,,69,61,53,45,38,0
2023,Jun,WGN03,Unit 3: Understanding and Spoken Response,40,37,34,29,24,20,16,0
2023,Jun,WGN04,"Unit 4: Research, Understanding and Written Response",90,75,67,59,52,45,38,0
2023,Jun,WHI01,"1A: France in Revolution, 1774-99",50,,39,34,29,25,21,0
2023,Jun,WHI01,"1B: Russia in Revolution, 1881-1917",50,,39,34,30,26,22,0
2023,Jun,WHI01,"1C: Germany, 1918-45",50,,39,34,29,25,21,0
2023,Jun,WHI01,"1D: Britain, 1964-90",50,,39,34,29,25,21,0
2023,Jun,WHI02,"1A: India, 1857-1948: The Raj to Partition",50,,34,31,28,25,22,0
2023,Jun,WHI02,"1B: China, 1900-76",50,,35,31,28,25,22,0
2023,Jun,WHI02,"1C: Russia, 1917-91: From Lenin to Yeltsin",50,,34,30,27,24,21,0
2023,Jun,WHI02,"1D: South Africa, 1948-2014",50,,34,31,28,25,22,0
2023,Jun,WHI03,"1A: The USA, Independence to Civil War, 1763-1865",50,38,34,30,27,24,21,0
2023,Jun,WHI03,"1B: The British Experience of Warfare, 1803-1945",50,38,34,30,27,24,21,0
2023,Jun,WHI03,"1C: Germany: United, Divided and Reunited, 1870-1990",50,38,34,30,27,24,21,0
2023,Jun,WHI03,"1D: Civil Rights and Race Relations in the USA, 1865-2009",50,38,34,30,27,24,21,0
2023,Jun,WHI04,"1A: The Making of Modern Europe, 1805-71",50,38,34,30,27,24,21,0
2023,Jun,WHI04,"1B: The World in Crisis, 1879-1945",50,39,35,31,27,23,19,0
2023,Jun,WHI04,"1C: The World Divided: Superpower Relations, 1943-90",50,39,35,31,27,23,19,0
2023,Jun,WHI04,"1D: The Cold War and Hot War in Asia, 1945-90",50,37,33,29,26,23,20,0
2023,Jun,WIT11,Unit 1,80,,52,46,40,34,29,0
2023,Jun,WIT12,Unit 2,80,,56,48,40,32,24,0
2023,Jun,WIT13,Unit 3,80,59,52,45,39,33,27,0
2023,Jun,WIT14,Unit 4,80,61,53,45,38,31,24,0
2023,Jun,WMA11,P1: Pure Mathematics 1,75,,49,42,36,30,24,0
2023,Jun,WMA12,P2: Pure Mathematics 2,75,,51,44,37,30,24,0
2023,Jun,WMA13,P3: Pure Mathematics 3,75,68,61,54,47,40,34,0
2023,Jun,WMA14,P4: Pure Mathematics 4,75,61,54,47,40,33,26,0
2023,Jun,WME01,M1: Mechanics 1,75,,67,58,50,42,34,0
2023,Jun,WME02,M2: Mechanics 2,75,64,57,50,43,37,31,0
2023,Jun,WME03,M3: Mechanics 3,75,69,63,54,45,36,28,0
2023,Jun,WPH11,Unit 1: Mechanics and Materials,80,,53,47,42,37,32,0
2023,Jun,WPH12,Unit 2: Waves and Electricity,80,,55,48,42,36,30,0
2023,Jun,WPH13,Unit 3: Practical Skills in Physics I,50,,33,29,25,21,18,0
2023,Jun,WPH14,"Unit 4: Further Mechanics, Fields and Particles",90,81,73,65,58,51,44,0
2023,Jun,WPH15,"Unit 5: Thermodynamics, Radiation, Oscillations and Cosmology",90,70,66,62,58,54,50,0
2023,Jun,WPH16,Unit 6: Practical Skills in Physics II,50,39,34,29,24,19,15,0
2023,Jun,WPS01,Unit 1: Social and cognitive psychology,64,,30,27,24,21,18,0
2023,Jun,WPS02,"Unit 2: Biological psychology, learning theories and development",96,,44,37,30,23,16,0
2023,Jun,WPS03,Unit 3: Applications of psychology,64,36,32,28,24,20,16,0
2023,Jun,WPS04,Unit 4: Clinical psychology and psychological skills,96,47,40,33,26,20,14,0
2023,Jun,WSP01,Unit 1: Spoken Expression and Response,40,,30,26,22,18,14,0
2023,Jun,WSP02,Unit 2: Understanding and Written Response,90,,70,61,53,45,37,0
2023,Jun,WSP03,Unit 3: Understanding and Spoken Response,40,33,30,27,24,21,18,0
2023,Jun,WSP04,"Unit 4: Research, Understanding and Written Response",90,79,69,59,50,41,32,0
2023,Jun,WST01,S1: Statistics 1,75,,62,53,44,35,26,0
2023,Jun,WST02,S2: Statistics 2,75,66,57,48,40,32,24,0
2023,Jun,WST03,S3: Statistics 3,75,71,67,58,50,42,34,0
2023,Jun,YLA1,Law (Papers 1 & 2),200,126,113,100,88,76,64,0
2023,Jan,WAA01,Unit 1: Understanding and Written Response,80,,49,41,33,25,18,0
2023,Jan,WAA02,Unit 2: Writing and Research,80,63,57,48,39,31,23,0
2023,Jan,WAC11,Unit 1: The Accounting System and Costing,200,,102,83,64,45,26,0
2023,Jan,WAC12,Unit 2: Corporate and Management Accounting,200,157,127,106,85,64,43,0
2023,Jan,WBI11,"Unit 1: Molecules, Diet, Transport and Health",80,,37,32,27,23,19,0
2023,Jan,WBI12,"Unit 2: Cells, Development, Biodiversity and Conservation",80,,45,41,37,33,29,0
2023,Jan,WBI13,Unit 3: Practical Skills in Biology I,50,,31,26,22,18,14,0
2023,Jan,WBI14,"Unit 4: Energy, Environment, Microbiology and Immunity",90,45,39,36,33,30,28,0
2023,Jan,WBI15,"Unit 5: Respiration, Internal Environment, Coordination and Gene",90,46,39,35,31,27,23,0
2023,Jan,WBI16,Unit 6: Practical Skills in Biology II,50,36,31,26,21,16,11,0
2023,Jan,WBS11,Unit 1: Marketing and People,80,,50,44,38,32,27,0
2023,Jan,WBS12,Unit 2: Managing Business Activities,80,,41,35,30,25,20,0
2023,Jan,WBS13,Unit 3: Business Decisions And Strategy,80,50,41,35,29,23,18,0
2023,Jan,WBS14,Unit 4: Global Business,80,51,41,35,29,23,17,0
2023,Jan,WCH11,"Unit 1: Structure, Bonding and Introducttion to Organic Chemistry",80,,46,40,34,28,22,0
2023,Jan,WCH12,"Unit 2: Energetics, Group Chemistry, Halogenoalkanes and Alcohol",80,,45,38,31,24,17,0
2023,Jan,WCH13,Unit 3: Practical Skills in Chemistry I,50,,27,23,19,15,12,0
2023,Jan,WCH14,"Unit 4: Rates, Equilibria and Further Organic Chemistry",90,71,57,49,41,33,25,0
2023,Jan,WCH15,Unit 5: Transition Metals and Organic Nitrogen Chemistry,90,59,45,38,31,25,19,0
2023,Jan,WCH16,Unit 6: Practical Skills in Chemistry II,50,37,28,24,20,16,13,0
2023,Jan,WDM11,D1: Decision Mathematics 1,75,,45,39,33,27,22,0
2023,Jan,WEC11,Unit 1: Markets in Action,80,,51,44,37,31,25,0
2023,Jan,WEC12,Unit 2: Macroeconomic Performance and Policy,80,,49,42,35,28,22,0
2023,Jan,WEC13,Unit 3: Business Behaviour,80,55,48,42,36,30,24,0
2023,Jan,WEC14,Unit 4: Developments in the Global Economy,80,59,51,44,38,32,26,0
2023,Jan,WEN01,Unit 1: Language: Context and Identity,50,,32,27,22,18,14,0
2023,Jan,WEN02,Unit 2: Language in Transition,50,,28,24,20,16,12,0
2023,Jan,WEN03,Unit 3: Crafting Language (Writing),50,37,29,24,19,14,10,0
2023,Jan,WEN04,Unit 4: Investigating Language,50,34,27,22,18,14,10,0
2023,Jan,WET01,Unit 1: Post-2000 Poetry and Prose,50,,30,26,22,18,14,0
2023,Jan,WET02,Unit 2: Drama,50,,32,27,22,17,13,0
2023,Jan,WET03,Unit 3: Poetry and Prose,50,35,30,26,22,18,14,0
2023,Jan,WET04,Unit 4: Shakespeare and Pre-1900 Poetry,50,38,34,29,25,21,17,0
2023,Jan,WFM01,FP1: Further Pure Mathematics 1,75,,47,40,34,28,22,0
2023,Jan,WFM02,FP2: Further Pure Mathematics 2,75,65,60,52,44,36,28,0
2023,Jan,WFM03,FP3: Further Pure Mathematics 3,75,54,43,37,31,25,20,0
2023,Jan,WFR01,Unit 1: Spoken Expression and Response,40,,34,29,25,21,17,0
2023,Jan,WFR02,Unit 2: Understanding and Written Response,90,,70,62,55,48,41,0
2023,Jan,WFR03,Unit 3: Understanding and Spoken Response,40,37,31,26,21,16,11,0
2023,Jan,WFR04,"Unit 4: Research, Understanding and Written Response",90,81,72,61,50,40,30,0
2023,Jan,WGE01,Unit 1: Global Challenges,90,,54,48,42,36,30,0
2023,Jan,WGE02,Unit 2: Geographical Investigations,60,,44,38,32,27,22,0
2023,Jan,WGE03,Unit 3: Contested Planet,90,62,56,48,40,32,25,0
2023,Jan,WGE04,Unit 4: Researching Geography,60,49,43,35,27,19,11,0
2023,Jan,WGN01,Unit 1: Spoken Expression and Response,40,,31,27,23,19,15,0
2023,Jan,WGN02,Unit 2: Understanding and Written Response,90,,73,65,57,49,42,0
2023,Jan,WGN03,Unit 3: Understanding and Spoken Response,40,37,33,29,25,21,18,0
2023,Jan,WGN04,"Unit 4: Research, Understanding and Written Response",90,71,64,54,45,36,27,0
2023,Jan,WHI01,"1A: France in Revolution, 1774-99",50,,38,33,28,23,18,0
2023,Jan,WHI01,"1B: Russia in Revolution, 1881-1917",50,,38,33,28,23,18,0
2023,Jan,WHI01,"1C: Germany, 1918-45",50,,38,33,28,24,20,0
2023,Jan,WHI01,"1D: Britain, 1964-90",50,,38,33,28,23,18,0
2023,Jan,WHI02,"1A: India, 1857-1948: The Raj to Partition",50,,32,28,25,22,19,0
2023,Jan,WHI02,"1B: China, 1900-76",50,,31,28,25,22,19,0
2023,Jan,WHI02,"1C: Russia, 1917-91: From Lenin to Yeltsin",50,,32,28,24,21,18,0
2023,Jan,WHI02,"1D: South Africa, 1948-2014",50,,31,28,25,22,19,0
2023,Jan,WHI03,"1A: The USA, Independence to Civil War, 1763-1865",50,35,30,27,24,21,19,0
2023,Jan,WHI03,"1B: The British Experience of Warfare, 1803-1945",50,34,31,27,24,21,18,0
2023,Jan,WHI03,"1C: Germany: United, Divided and Reunited,1 870-1990",50,35,31,28,25,22,19,0
2023,Jan,WHI03,"1D: Civil Rights and Race Relations in the USA,1 865-2009",50,35,31,27,24,21,18,0
2023,Jan,WHI04,"1B: The World in Crisis, 1879-1945",50,36,32,28,24,21,18,0
2023,Jan,WHI04,"1C: The World Divided: Superpower Relations, 1 943-90",50,35,31,28,25,22,19,0
2023,Jan,WHI04,"1D: The Cold War and Hot War in Asia, 1945-90",50,36,32,28,25,22,19,0
2023,Jan,WMA11,P1: Pure Mathematics 1,75,,41,34,27,21,15,0
2023,Jan,WMA12,P2: Pure Mathematics 2,75,,47,39,31,24,17,0
2023,Jan,WMA13,P3: Pure Mathematics 3,75,58,45,37,30,23,16,0
2023,Jan,WMA14,P4: Pure Mathematics 4,75,62,50,41,33,25,17,0
2023,Jan,WME01,M1: Mechanics 1,75,,52,43,34,25,16,0
2023,Jan,WME02,M2: Mechanics 2,75,66,57,48,40,32,24,0
2023,Jan,WME03,M3: Mechanics 3,75,67,55,46,37,28,20,0
2023,Jan,WPH11,Unit 1: Mechanics and Materials,80,,43,38,33,28,23,0
2023,Jan,WPH12,Unit 2: Waves and Electricity,80,,49,42,35,29,23,0
2023,Jan,WPH13,Unit 3: Practical Skills in Physics I,50,,30,27,24,21,18,0
2023,Jan,WPH14,"Unit 4: Further Mechanics, Fields and Particles",90,62,48,41,34,28,22,0
2023,Jan,WPH15,"Unit 5: Thermodynamics, Radiation, Oscillations and Cosmology",90,64,55,49,43,38,33,0
2023,Jan,WPH16,Unit 6: Practical Skills in Physics II,50,34,28,25,22,19,16,0
2023,Jan,WPS01,Unit 1: Social and cognitive psychology,64,,24,21,18,15,12,0
2023,Jan,WPS02,"Unit 2: Biological psychology, learning theories and development",96,,33,26,20,14,8,0
2023,Jan,WPS03,Unit 3: Applications of psychology,64,35,30,25,20,16,12,0
2023,Jan,WPS04,Unit 4: Clinical psychology and psychological skills,96,46,37,30,24,18,12,0
2023,Jan,WSP01,Unit 1: Spoken Expression and Response,40,,29,25,21,17,14,0
2023,Jan,WSP02,Unit 2: Understanding and Written Response,90,,72,64,56,48,40,0
2023,Jan,WSP03,Unit 3: Understanding and Spoken Response,40,32,28,24,20,16,13,0
2023,Jan,WSP04,"Unit 4: Research, Understanding and Written Response",90,74,65,54,43,33,23,0
2023,Jan,WST01,S1: Statistics 1,75,,48,39,31,23,15,0
2023,Jan,WST02,S2: Statistics 2,75,62,48,40,33,26,19,0
2023,Jan,WST03,S3: Statistics 3,75,58,50,41,32,24,16,0
2022,Oct,WAC11,Unit 1: The Accounting System and Costing,200,,102,83,64,45,26,0
2022,Oct,WAC12,Unit 2: Corporate and Management Accounting,200,157,127,106,85,64,43,0
2022,Oct,WBI11,"Unit 1: Molecules, Diet, Transport and Health",80,,37,32,27,23,19,0
2022,Oct,WBI12,"Unit 2: Cells, Development, Biodiversity and Conservation",80,,45,41,37,33,29,0
2022,Oct,WBI13,Unit 3: Practical Skills in Biology I,50,,31,26,22,18,14,0
2022,Oct,WBI14,"Unit 4: Energy, Environment, Microbiology and Immunity",90,45,39,36,33,30,28,0
2022,Oct,WBI15,"Unit 5: Respiration, Internal Environment, Coordination and Gene",90,46,39,35,31,27,23,0
2022,Oct,WBI16,Unit 6: Practical Skills in Biology II,50,36,31,26,21,16,12,0
2022,Oct,WBS11,Unit 1: Marketing and People,80,,50,44,38,32,27,0
2022,Oct,WBS12,Unit 2: Managing Business Activities,80,,41,35,30,25,20,0
2022,Oct,WBS13,Unit 3: Business Decisions And Strategy,80,50,41,35,29,23,18,0
2022,Oct,WBS14,Unit 4: Global Business,80,51,41,35,29,23,17,0
2022,Oct,WCH11,"Unit 1: Structure, Bonding and Introducttion to Organic Chemistry",80,,46,40,34,28,22,0
2022,Oct,WCH12,"Unit 2: Energetics, Group Chemistry, Halogenoalkanes and Alcohol",80,,48,41,34,27,20,0
2022,Oct,WCH13,Unit 3: Practical Skills in Chemistry I,50,,27,23,19,15,12,0
2022,Oct,WCH14,"Unit 4: Rates, Equilibria and Further Organic Chemistry",90,69,55,47,39,31,23,0
2022,Oct,WCH15,Unit 5: Transition Metals and Organic Nitrogen Chemistry,90,57,43,36,29,23,17,0
2022,Oct,WCH16,Unit 6: Practical Skills in Chemistry II,50,34,25,21,17,13,10,0
2022,Oct,WEC11,Unit 1: Markets in Action,80,,52,45,39,33,27,0
2022,Oct,WEC12,Unit 2: Macroeconomic Performance and Policy,80,,50,43,36,29,23,0
2022,Oct,WEC13,Unit 3: Business Behaviour,80,56,49,43,37,31,25,0
2022,Oct,WEC14,Unit 4: Developments in the Global Economy,80,60,52,45,39,33,27,0
2022,Oct,WMA11,P1: Pure Mathematics 1,75,,51,43,35,27,20,0
2022,Oct,WMA12,P2: Pure Mathematics 2,75,,47,40,33,26,19,0
2022,Oct,WMA13,P3: Pure Mathematics 3,75,60,47,39,31,23,16,0
2022,Oct,WMA14,P4: Pure Mathematics 4,75,60,48,39,30,22,14,0
2022,Oct,WME01,M1: Mechanics 1,75,,48,39,30,21,13,0
2022,Oct,WME02,M2: Mechanics 2,75,68,59,50,41,32,24,0
2022,Oct,WPH11,Unit 1: Mechanics and Materials,80,,43,38,33,28,23,0
2022,Oct,WPH12,Unit 2: Waves and Electricity,80,,49,42,35,29,23,0
2022,Oct,WPH13,Unit 3: Practical Skills in Physics I,50,,30,27,24,21,18,0
2022,Oct,WPH14,"Unit 4: Further Mechanics, Fields and Particles",90,62,48,41,34,28,22,0
2022,Oct,WPH15,"Unit 5: Thermodynamics, Radiation, Oscillations and Cosmology",90,63,54,48,43,38,33,0
2022,Oct,WPH16,Unit 6: Practical Skills in Physics II,50,35,29,25,21,18,15,0
2022,Oct,WST01,S1: Statistics 1,75,,48,39,30,21,13,0
2022,Oct,WST02,S2: Statistics 2,75,60,46,39,32,25,18,0
2022,Jun,WAA01,Unit 1: Understanding and Written Response,80,,49,41,33,25,18,0
2022,Jun,WAA02,Unit 2: Writing and Research,80,63,57,48,39,31,23,0
2022,Jun,WAC11,Unit 1: The Accounting System and Costing,200,,102,83,64,45,26,0
2022,Jun,WAC12,Unit 2: Corporate and Management Accounting,200,157,127,106,85,64,43,0
2022,Jun,WBI11,"Unit 1: Molecules, Diet, Transport and Health",80,,37,32,27,23,19,0
2022,Jun,WBI12,"Unit 2: Cells, Development, Biodiversity and Conservation",80,,45,41,37,33,29,0
2022,Jun,WBI13,Unit 3: Practical Skills in Biology I,50,,31,26,22,18,14,0
2022,Jun,WBI14,"Unit 4: Energy, Environment, Microbiology and Immunity",90,45,39,36,33,30,28,0
2022,Jun,WBI15,"Unit 5: Respiration, Internal Environment, Coordination and Gene",90,46,39,35,31,27,23,0
2022,Jun,WBI16,Unit 6: Practical Skills in Biology II,50,36,31,26,21,16,11,0
2022,Jun,WBS11,Unit 1: Marketing and People,80,,50,44,38,32,27,0
2022,Jun,WBS12,Unit 2: Managing Business Activities,80,,41,35,30,25,20,0
2022,Jun,WBS13,Unit 3: Business Decisions And Strategy,80,50,41,35,29,23,18,0
2022,Jun,WBS14,Unit 4: Global Business,80,51,41,35,29,23,17,0
2022,Jun,WCH11,"Unit 1: Structure, Bonding and Introducttion to Organic Chemistry",80,,46,40,34,28,22,0
